Title,Year,Rated,Released,Runtime,Plot,Poster,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice
"A Tiger in the Dark: Decadence, Pt. 2 - Indestructible",2013,N/A,20 May 2013,60 min,"Based on true events. In the spring of 2011 Drew Evans disappeared without a trace. Many people claimed he was dead. Though, in 2012 Drew announced it was a lie. Yet, something eerie was looming on the horizon. Fate, it seemed was not without a sense of irony. In May of 2012 Rocky Baleen, Drew's childhood friend and martial arts mentor discovered a frightening news article while searching Google - Drew Evans had committed suicide in the early morning hours of May 21st 2012. Yet, to Roc something seemed amiss. What Roc didn't know was that Drew had been watching him and waiting for the perfect moment to unveil to him just what was really going on. Yet, unsure of Roc's loyalty Drew was hesitant to approach him and confide in Roc his reason for such cruel trickery. While trying to make sense of the madness engulfing his world Roc is approached by a young girl named Kia. Kia has no ties to Drew's past or the people that he longs to forget though strangely seems to be the only one with answers. On a cold winter's night Kia hands Roc an ominous note. A note Roc can't ignore. A few days later Drew and Roc reunite. What happens next no one will ever forget.",https://m.media-amazon.com/images/M/MV5BMzQ3MDM5MzEzMV5BMl5BanBnXkFtZTcwMzgxNDE3Nw@@._V1_SX300.jpg,N/A,8.2,14,tt2316369,N/A
Endless Love,2014,PG-13,14 Feb 2014,104 min,"David has had a crush on Jade since the first time he saw her in the tenth grade. With high school coming to an end, David has never spoken to her until her family pulls up to The Inn, where David works as a valet. She and David fall madly in love, a love that only grows stronger as parents try to tear them apart. David knows Jade's past, but as his secrets are slowly revealed, Jade's trust is tested and leaves them wondering if they are truly meant to be together.",https://m.media-amazon.com/images/M/MV5BOTYzNDU1MzEyN15BMl5BanBnXkFtZTgwOTYwMTU0MDE@._V1_SX300.jpg,30,6.2,"48,097",tt2318092,"$23,438,250"
White Tiger,2012,Not Rated,03 May 2012,104 min,"In WW2, after a tank battle, a wounded Soviet tank driver and mechanic is taken to the hospital. He suffers from amnesia and has severe burns on his body. He secretly believes he can communicate with any tank, as if the tank were human. After being returned to duty, the tank-man proves to be one of the best tank-men in his unit. Rumors about a new, invincible Nazi tank, circulate. It's said that a huge Nazi tank often appears out of nowhere on the battlefield and it destroys dozens of Soviet tanks. The mysterious enemy tank is nicknamed White Tiger by the Soviet soldiers. Our tank-man, Naydenov, is convinced that it was the White Tiger that destroyed his Soviet tank and he wants revenge. Naydenov is ordered to find and destroy the White Tiger. But how can one find and destroy a ghost of war?",https://m.media-amazon.com/images/M/MV5BZTZlZjk5ZWYtMjFmMi00MTdhLWI5MTItNjU0ODM5NGVjYzZmXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.1,"5,037",tt2318405,N/A
Out in the Dark,2012,Not Rated,27 Sep 2013,96 min,"Nimer and Roy are two gay men on opposing sides of the Palestinian-Israeli conflict who fall for each other. Much as they'd like to be left alone, both political conflict and orthodox beliefs will not leave their budding relationship untouched, with most of the egregious circumstances befalling Nimer, whom security forces pressure into helping them by stripping his access to education and threatening to leave him without family. Through his eye-witnessed death of a friend, Nimer knows he can't oblige. Can love find a way through this no-win situation?",https://m.media-amazon.com/images/M/MV5BMjE2Mzc2NDU0M15BMl5BanBnXkFtZTgwNDgwNTkyMDE@._V1_SX300.jpg,69,7.5,"9,397",tt2318625,"$26,966"
"Love, Chunibyo & Other Delusions",2012–2014,TV-PG,04 Oct 2012,25 min,"It focuses on a high school freshman Yuuta Togashi, who once suffered from a 'chuunibyou syndrome' i.e. an overly self-conscious middle schooler. Now he wants to bury this embarrassing past of his and to begin a new life in high school-all in vain. He meets his old friend that knows about the old Yuuta and he now tries to get rid of that shameful part in his life. However, everything is not that easy as it might seem.",https://m.media-amazon.com/images/M/MV5BNzI5YzgyMjMtZmU3Zi00OGJjLTgzYjktMDM5YmQ5NGQxNDJiXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.4,"5,293",tt2321542,
A Girl Walks Home Alone at Night,2014,Not Rated,20 Apr 2015,101 min,"An Iranian Vampire Western, shot in black&amp;white and with a killer soundtrack... it's a love story about two tortured souls in a desolate Iranian Ghost-town called 'Bad City', where a lonely vampire is stalking the towns most depraved denizens.",https://m.media-amazon.com/images/M/MV5BMjMzNjMyMjU2M15BMl5BanBnXkFtZTgwMzA3NjQ0MzE@._V1_SX300.jpg,81,6.9,"39,858",tt2326554,"$491,910"
Dark Touch,2013,Not Rated,19 Mar 2014,90 min,"In a remote town in Ireland, eleven-year-old Niamh finds herself the sole survivor of a bloody massacre that killed her parents and younger brother. Suspecting a gang of homicidal vandals, the police ignore Niamh's explanation that the house is the culprit. To help ease her trauma, dutiful neighbors Nat and Lucas take her in with the supervision of a social worker. Niamh has trouble finding peace with the wholesome and nurturing couple, and horrific danger continues to manifest.",https://m.media-amazon.com/images/M/MV5BNTU0ODkxOTkzN15BMl5BanBnXkFtZTgwMjQzNzIyMDE@._V1_SX300.jpg,64,4.8,"4,448",tt2328549,N/A
White House Down,2013,PG-13,28 Jun 2013,131 min,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",https://m.media-amazon.com/images/M/MV5BNTZkMmRiY2EtOTljZS00MjJjLWFiNDQtNjEwYWE0NWNkYjI4XkEyXkFqcGc@._V1_SX300.jpg,52,6.3,"240,428",tt2334879,"$73,103,784"
Tiger Queen,2010,N/A,28 Aug 2010,N/A,"Female tiger, Machli, has held her lakeside territory for 11 years. Her three cubs, Satra, Athara and Unis, are on the verge of adulthood. They are about to face one of the most dangerous times of their young lives, leaving the sa...",https://m.media-amazon.com/images/M/MV5BM2I0YzMxNDctNGUzZC00ODVkLTlkYzgtYjQzNTZhMzcxZDhkXkEyXkFqcGdeQXVyMzA2NDkxMTY@._V1_SX300.jpg,N/A,6.3,18,tt2354505,N/A
Down a Dark Hall,2018,PG-13,17 Aug 2018,96 min,"After the death of her father when she was a child, Kit Gordy has grown up as a troubled teen for disgust of her mother Ginny and her stepfather Dave Dabrowski. Called to the principal's office of her high school and accused of a failed attempt to burn it, Kit is expelled from the high school, but Dr. Heather Sinclair, member of the staff of the Blackwood Boarding School, appears to offer her a place in the next school year. Ginny enlists Kit against her will in a try to correct her daughter, and Kit travels Blackwood, an old, isolated and dark mansion in the middle of a forest outside the city. There she meets her companions: nice Izzy, shy Ashley, reluctant Sierra and borderline Veronica, so troubled teens as her own. In the dinner presentation, Kit and the other girls meet Madame Duret, Blackwood's headmistress, and the rest of the staff: Pr. Farley (maths), Jules Duret (music), Heather Sinclair (arts) and Mrs. Olonsky, Madame Duret's rude right-hand to keep the peace in Blackwood. Locked in a place without internet, cell phones and all trace of modern technology, Kit watches as all change in a weird way: Izzy develops an extreme obsession for mathematics, Sierra for painting, Ashley for writing and herself for piano, meanwhile that Veronica keeps out from this obsession. Trapped between her love interest for Jules, Madame Duret's son, and strange memory losses, Kit asks help Veronica to discover the reason of their different changes. Investigating the ruined and forbidden wing of Blackwood at the same time that the works of Izzy, Ashley, Sierra and the own Kit, this last one and Veronica realize not only that all them have one secret in common, but the previous students suffered a horrible fate caused by the Blackwood's supernatural forces, that it will be too their own unless they find a way to avoid it.",https://m.media-amazon.com/images/M/MV5BMTY4ODg5MjMwNl5BMl5BanBnXkFtZTgwMDgyNzY1NTM@._V1_SX300.jpg,56,5.0,"15,165",tt2372251,N/A
A Tale Dark & Grimm,2021,TV-Y7,08 Oct 2021,N/A,Follow Hansel and Gretel as they walk out of their own story into a winding and wickedly witty tale full of strange -and scary- surprises.,https://m.media-amazon.com/images/M/MV5BOWFhNjc2OTctZDJkZS00MjIwLThkNDMtYmEwMDUxNjRhM2Y5XkEyXkFqcGc@._V1_SX300.jpg,N/A,7.3,"1,948",tt2386826,
Dark Skies,2013,PG-13,22 Feb 2013,97 min,"The Barrett family-mother Lacy, father Daniel, older son Jesse, and younger son Sammy-reside on a quiet suburban street in an unnamed American city. Daniel is currently unemployed, placing the burden of supporting the family on Lacy, who works as a real estate agent. Their two sons enjoy a happy relationship and communicate with each other from their beds via walk-talkie. A number of strange occurrences befall the family. During the night, the contents of the kitchen are rearranged in bizarre configurations. The house alarm is set off when it detects that all entry points were breached simultaneously. Sammy suffers a fit while playing soccer and Lacy is shocked when hundreds of birds suddenly crash into the house. One night, Lacy is awakened by a sound from Sammy's room. When she goes to check on him, through the darkness she sees a figure standing over his bed. She turns on the light to find an empty room. Sammy is found walking away from the house but cannot remember leaving. Lacy, Daniel and Jesse each suffer catatonic episodes and regain consciousness with no memory of their experiences.",https://m.media-amazon.com/images/M/MV5BMTcxNDE1OTgyOF5BMl5BanBnXkFtZTcwMTEyMzMxOQ@@._V1_SX300.jpg,50,6.3,"81,301",tt2387433,"$17,418,667"
Tasmanian Tiger,2014,Not Rated,16 Apr 2014,82 min,"Chris, a career-obsessed orphan whose attempts to forge a dependable and tranquil future for himself spin out of control after news reports of a deadly hurricane trigger a flood of mysterious dreams from his childhood. Chris loses everything and is plunged into a world of con-men, hustlers and dreamers, where he is forced to confront his own mixed up notions of life, love, and career.",https://m.media-amazon.com/images/M/MV5BYTRhMzM5MTYtN2U3MC00MmRlLTg3YzEtNjUzNjY0Y2U1YzRkXkEyXkFqcGdeQXVyNDQ5MDkyMjA@._V1_SX300.jpg,N/A,8.4,10,tt2392680,N/A
How to Fall in Love,2012,TV-G,21 Jul 2012,84 min,"An accountant, who never quite grew out of his awkward teenage years, finds himself with a dating coach - she happens to be his high school crush as well. Thanks to his coach, he gets a pretty woman he has his sights on for some time, but realizes they are incompatible. Meanwhile, his dating lessons with his teenage crush reawaken old feelings. Not realizing the feelings are mutual, he finds himself unable to act on them due to his fear of being rejected by the one he truly loves.",https://m.media-amazon.com/images/M/MV5BMzc3NjMyNzk2OV5BMl5BanBnXkFtZTgwMTUzODg4MzE@._V1_SX300.jpg,N/A,6.4,"3,879",tt2395247,N/A
Clifford the Big Red Dog,2021,PG,10 Nov 2021,96 min,"As middle schooler Emily Elizabeth struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend from a magical animal rescuer. When Clifford becomes a gigantic red dog in her New York City apartment and attracts the attention of a genetics company who wish to supersize animals, Emily and her clueless Uncle Casey have to fight the forces of greed as they go on the run across New York City and take a bite out of the Big Apple. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love. Based on the beloved Scholastic character, Clifford will teach the world how to love big.",https://m.media-amazon.com/images/M/MV5BMDBlZTI4ODEtNzEwYS00OTBmLTliMTMtYWUyZjc3Y2RhN2Y2XkEyXkFqcGc@._V1_SX300.jpg,55,5.9,"17,716",tt2397461,"$48,947,356"
A Tiger in Paradise,2023,N/A,08 Dec 2023,78 min,"A visual journey into the mind of internationally acclaimed musician José González and a deep dive into the creative, sharp and fragile mind behind the music.",https://m.media-amazon.com/images/M/MV5BNjhiNzg5YzAtY2Y3Ni00Mjk4LTg2ZGEtMjg5MGVhMGI3ZmYwXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.4,258,tt24018360,N/A
Dark Places,2015,R,18 Jun 2015,113 min,"Libby Day is a lifeless woman who survived the massacre of her family in their farmhouse in the countryside of Kansas when she was eight. She's been living on donations and lectures ever since. Thirty years ago, the police believed that a satanic cult was responsible for the murder of her mother and two sisters, and her brother Ben was convicted with her testimony in court. Today, however, an acquaintance, Lyle Wirth, invites Libby to visit ""The Kill Club"", where amateurs investigate famous crimes, and she finds that they believe Ben is innocent. Libby needs money and, in return, accepts to revisit the slaughter of her family and comes up to the painful revelations and the ultimate truth.",https://m.media-amazon.com/images/M/MV5BMTY1NTM4ODYzM15BMl5BanBnXkFtZTgwNTY2NDIwNjE@._V1_SX300.jpg,39,6.2,"48,718",tt2402101,"$208,588"
Tiger Lily Road,2013,Not Rated,01 Aug 2013,90 min,"When a hostage situation turns into sexual obsession, all bets are off.",https://m.media-amazon.com/images/M/MV5BMGU0NTAyNjYtZTJmYi00MjFiLTgzMmUtMzNmYjA3ZTE5ZjY3XkEyXkFqcGdeQXVyMjY5OTE1Mw@@._V1_SX300.jpg,N/A,6.9,52,tt2411008,N/A
Dark Mountain,2013,Not Rated,01 Aug 2014,82 min,"Three documentary filmmakers set out on a journey into Arizona's Superstition Mountains to uncover the truth about the most famous lost gold mine in the world - the Lost Dutchman Mine, purportedly the home to a treasure worth 200 million dollars. After they mysteriously disappeared, their camera was found. . . were they victims of the Dutchman's curse?",https://m.media-amazon.com/images/M/MV5BMjE4NzM1NTUxMF5BMl5BanBnXkFtZTgwODg2MzM2MTE@._V1_SX300.jpg,N/A,4.3,986,tt2443022,N/A
Dead Tiger,2012,N/A,N/A,27 min,"A young man who, along with his father, falls into poverty. Seeing an opportunity to make some quick money, he robs a drug dealer, only to learn he is not cut out for this world when the dealers come looking for him.",N/A,N/A,8.6,9,tt2446612,N/A
The Peanuts Movie,2015,G,06 Nov 2015,88 min,"Charlie Brown, Snoopy, and the whole gang are back in a heartwarming story. A new girl with red hair moves in across the street, and Charlie Brown falls in love. Now he tries to impress the Little Red-Haired Girl to make her feel like he's a winner, but Charlie Brown just can't do anything right. At the same time, Snoopy is writing a love story about his continuing battles with The Red Baron. Then Charlie Brown has accomplished something never done before. He gets a perfect score on his standardized test, but there has been a mistake. Should he tell the truth and risk losing all of his newfound popularity? Can Charlie Brown get the girl to love him, or will he go back to being a nothing?",https://m.media-amazon.com/images/M/MV5BNTE5NzMxNzkwNl5BMl5BanBnXkFtZTgwOTQ0Nzk5NzE@._V1_SX300.jpg,67,7.0,"51,018",tt2452042,"$130,178,411"
